rec_movieId,title,genres
747,"Stupids, The (1996)",Comedy
104,Happy Gilmore (1996),Comedy
173,Judge Dredd (1995),Action|Crime|Sci-Fi
695,True Crime (1996),Mystery|Thriller
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
2194,"Untouchables, The (1987)",Action|Crime|Drama
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller
77,Nico Icon (1995),Documentary
259,Kiss of Death (1995),Crime|Drama|Thriller
3897,Almost Famous (2000),Drama
490,Malice (1993),Thriller
88,Black Sheep (1996),Comedy
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
97938,Life of Pi (2012),Adventure|Drama|IMAX
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
151,Rob Roy (1995),Action|Drama|Romance|War
1639,Chasing Amy (1997),Comedy|Drama|Romance
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
476,"Inkwell, The (1994)",Comedy|Drama
452,Widows' Peak (1994),Drama
706,Sunset Park (1996),Drama
155,Beyond Rangoon (1995),Adventure|Drama|War
3476,Jacob's Ladder (1990),Horror|Mystery
691,Mrs. Winterbourne (1996),Comedy|Romance
535,Short Cuts (1993),Drama
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
304,Roommates (1995),Comedy|Drama
87,Dunston Checks In (1996),Children|Comedy
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
283,New Jersey Drive (1995),Crime|Drama
227,Drop Zone (1994),Action|Thriller
473,In the Army Now (1994),Comedy|War
719,Multiplicity (1996),Comedy
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
46,How to Make an American Quilt (1995),Drama|Romance
714,Dead Man (1995),Drama|Mystery|Western
602,"Great Day in Harlem, A (1994)",Documentary
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
347,Bitter Moon (1992),Drama|Film-Noir|Romance
31,Dangerous Minds (1995),Drama
139385,The Revenant (2015),Adventure|Drama
408,8 Seconds (1994),Drama
520,Robin Hood: Men in Tights (1993),Comedy
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
1944,From Here to Eternity (1953),Drama|Romance|War
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller
57,Home for the Holidays (1995),Drama
491,"Man Without a Face, The (1993)",Drama
3363,American Graffiti (1973),Comedy|Drama
272,"Madness of King George, The (1994)",Comedy|Drama
1093,"Doors, The (1991)",Drama
3006,"Insider, The (1999)",Drama|Thriller
320,Suture (1993),Film-Noir|Thriller
2243,Broadcast News (1987),Comedy|Drama|Romance
27611,Battlestar Galactica (2003),Drama|Sci-Fi|War
431,Carlito's Way (1993),Crime|Drama
1080,Monty Python's Life of Brian (1979),Comedy
1952,Midnight Cowboy (1969),Drama
129,Pie in the Sky (1996),Comedy|Romance
3543,Diner (1982),Comedy|Drama
4034,Traffic (2000),Crime|Drama|Thriller
421,Black Beauty (1994),Adventure|Children|Drama
662,Fear (1996),Thriller
703,Boys (1996),Drama
322,Swimming with Sharks (1995),Comedy|Drama
97,"Hate (Haine, La) (1995)",Crime|Drama
4023,"Family Man, The (2000)",Comedy|Drama|Romance
627,"Last Supper, The (1995)",Drama|Thriller
1186,"Sex, Lies, and Videotape (1989)",Drama
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
1968,"Breakfast Club, The (1985)",Comedy|Drama
3408,Erin Brockovich (2000),Drama
742,Thinner (1996),Horror|Thriller
635,"Family Thing, A (1996)",Comedy|Drama
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
5481,Austin Powers in Goldmember (2002),Comedy
562,Welcome to the Dollhouse (1995),Comedy|Drama
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
340,"War, The (1994)",Adventure|Drama|War
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
1378,Young Guns (1988),Action|Comedy|Western
802,Phenomenon (1996),Drama|Romance
1957,Chariots of Fire (1981),Drama
8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery
289,Only You (1994),Comedy|Romance
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller
116,Anne Frank Remembered (1995),Documentary
471,"Hudsucker Proxy, The (1994)",Comedy
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
599,"Wild Bunch, The (1969)",Adventure|Western
474,In the Line of Fire (1993),Action|Thriller
298,Pushing Hands (Tui shou) (1992),Drama
2318,Happiness (1998),Comedy|Drama
916,Roman Holiday (1953),Comedy|Drama|Romance
348,Bullets Over Broadway (1994),Comedy
697,Feeling Minnesota (1996),Drama|Romance
2944,"Dirty Dozen, The (1967)",Action|Drama|War
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
555,True Romance (1993),Crime|Thriller
461,Go Fish (1994),Drama|Romance
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
2779,Heaven Can Wait (1978),Comedy
435,Coneheads (1993),Comedy|Sci-Fi
612,"Pallbearer, The (1996)",Comedy
233,Exotica (1994),Drama
580,Princess Caraboo (1994),Drama
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
518,"Road to Wellville, The (1994)",Comedy
674,Barbarella (1968),Adventure|Comedy|Sci-Fi
194,Smoke (1995),Comedy|Drama
486,Life with Mikey (1993),Comedy
2289,"Player, The (1992)",Comedy|Crime|Drama
385,"Man of No Importance, A (1994)",Drama
508,Philadelphia (1993),Drama
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
1633,Ulee's Gold (1997),Drama
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
55,Georgia (1995),Drama
324,"Sum of Us, The (1994)",Comedy|Drama
1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
710,Celtic Pride (1996),Comedy
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi
270,Love Affair (1994),Drama|Romance
616,"Aristocats, The (1970)",Animation|Children
3504,Network (1976),Comedy|Drama
711,Flipper (1996),Adventure|Children
3994,Unbreakable (2000),Drama|Sci-Fi
1958,Terms of Endearment (1983),Comedy|Drama
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
544,Striking Distance (1993),Action|Crime
1298,Pink Floyd: The Wall (1982),Drama|Musical
852,Tin Cup (1996),Comedy|Drama|Romance
5377,About a Boy (2002),Comedy|Drama|Romance
456,Fresh (1994),Crime|Drama|Thriller
2924,Drunken Master (Jui kuen) (1978),Action|Comedy
185,"Net, The (1995)",Action|Crime|Thriller
1292,Being There (1979),Comedy|Drama
478,Jimmy Hollywood (1994),Comedy|Crime|Drama
4041,"Officer and a Gentleman, An (1982)",Drama|Romance
523,Ruby in Paradise (1993),Drama
494,Executive Decision (1996),Action|Adventure|Thriller
1367,101 Dalmatians (1996),Adventure|Children|Comedy
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
2496,Blast from the Past (1999),Comedy|Romance
68,French Twist (Gazon maudit) (1995),Comedy|Romance
632,Land and Freedom (Tierra y libertad) (1995),Drama|War
617,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama
63082,Slumdog Millionaire (2008),Crime|Drama|Romance
3095,"Grapes of Wrath, The (1940)",Drama
122918,Guardians of the Galaxy 2 (2017),Action|Adventure|Sci-Fi
316,Stargate (1994),Action|Adventure|Sci-Fi
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi
106696,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance
219,"Cure, The (1995)",Drama
2502,Office Space (1999),Comedy|Crime
166643,Hidden Figures (2016),Drama
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
164179,Arrival (2016),Sci-Fi
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
3255,"League of Their Own, A (1992)",Comedy|Drama
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
330,Tales from the Hood (1995),Action|Crime|Horror
89,Nick of Time (1995),Action|Thriller
656,Eddie (1996),Comedy
1343,Cape Fear (1991),Thriller
149,Amateur (1994),Crime|Drama|Thriller
2872,Excalibur (1981),Adventure|Fantasy
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir
2391,"Simple Plan, A (1998)",Crime|Drama|Thriller
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
638,Jack and Sarah (1995),Romance
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
2396,Shakespeare in Love (1998),Comedy|Drama|Romance
8464,Super Size Me (2004),Comedy|Documentary|Drama
144,"Brothers McMullen, The (1995)",Comedy
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
111759,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX
1242,Glory (1989),Drama|War
1084,Bonnie and Clyde (1967),Crime|Drama
42,Dead Presidents (1995),Action|Crime|Drama
1282,Fantasia (1940),Animation|Children|Fantasy|Musical
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
1683,"Wings of the Dove, The (1997)",Drama|Romance
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
81591,Black Swan (2010),Drama|Thriller
5881,Solaris (2002),Drama|Romance|Sci-Fi
414,"Air Up There, The (1994)",Comedy
4223,Enemy at the Gates (2001),Drama|War
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
33166,Crash (2004),Crime|Drama
3783,Croupier (1998),Crime|Drama
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
41,Richard III (1995),Drama|War
1730,Kundun (1997),Drama
388,Boys Life (1995),Drama
6873,Intolerable Cruelty (2003),Comedy|Romance
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
4888,Tape (2001),Drama
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
216,Billy Madison (1995),Comedy
413,Airheads (1994),Comedy
384,Bad Company (1995),Action|Crime|Drama
6787,All the President's Men (1976),Drama|Thriller
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
5283,National Lampoon's Van Wilder (2002),Comedy
148626,"Big Short, The (2015)",Drama
3683,Blood Simple (1984),Crime|Drama|Film-Noir
415,Another Stakeout (1993),Comedy|Thriller
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
2600,eXistenZ (1999),Action|Sci-Fi|Thriller
2334,"Siege, The (1998)",Action|Thriller
548,Terminal Velocity (1994),Action|Mystery|Thriller
1171,Bob Roberts (1992),Comedy
3168,Easy Rider (1969),Adventure|Drama
56587,"Bucket List, The (2007)",Comedy|Drama
4327,"Magnificent Seven, The (1960)",Adventure|Western
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama
759,Maya Lin: A Strong Clear Vision (1994),Documentary
1792,U.S. Marshals (1998),Action|Crime|Thriller
81932,"Fighter, The (2010)",Drama
48304,Apocalypto (2006),Adventure|Drama|Thriller
8784,Garden State (2004),Comedy|Drama|Romance
1077,Sleeper (1973),Comedy|Sci-Fi
393,Street Fighter (1994),Action|Adventure|Fantasy
500,Mrs. Doubtfire (1993),Comedy|Drama
2353,Enemy of the State (1998),Action|Thriller
75,Big Bully (1996),Comedy|Drama
1845,Zero Effect (1998),Comedy|Mystery|Thriller
373,Red Rock West (1992),Thriller
136850,Villain (1971),Crime|Drama|Thriller
3033,Spaceballs (1987),Comedy|Sci-Fi
235,Ed Wood (1994),Comedy|Drama
122,Boomerang (1992),Comedy|Romance
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
8949,Sideways (2004),Comedy|Drama|Romance
4467,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy
430,Calendar Girl (1993),Comedy|Drama
5225,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
531,"Secret Garden, The (1993)",Children|Drama
6711,Lost in Translation (2003),Comedy|Drama|Romance
3107,Backdraft (1991),Action|Drama
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
96079,Skyfall (2012),Action|Adventure|Thriller|IMAX
3555,U-571 (2000),Action|Thriller|War
2671,Notting Hill (1999),Comedy|Romance
187,Party Girl (1995),Comedy
5650,Strange Brew (1983),Comedy
497,Much Ado About Nothing (1993),Comedy|Romance
87306,Super 8 (2011),Mystery|Sci-Fi|Thriller|IMAX
454,"Firm, The (1993)",Drama|Thriller
1921,Pi (1998),Drama|Sci-Fi|Thriller
2572,10 Things I Hate About You (1999),Comedy|Romance
3039,Trading Places (1983),Comedy
87234,Submarine (2010),Comedy|Drama|Romance
1094,"Crying Game, The (1992)",Drama|Romance|Thriller
3263,White Men Can't Jump (1992),Comedy|Drama
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
2064,Roger & Me (1989),Documentary
528,"Scout, The (1994)",Comedy|Drama
2490,Payback (1999),Action|Thriller
72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX
228,Destiny Turns on the Radio (1995),Comedy
3972,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy
68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX
633,Denise Calls Up (1995),Comedy
3925,Stranger Than Paradise (1984),Comedy|Drama
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
342,Muriel's Wedding (1994),Comedy
2025,Lolita (1997),Drama|Romance
327,Tank Girl (1995),Action|Comedy|Sci-Fi
3730,"Conversation, The (1974)",Drama|Mystery
2109,"Jerk, The (1979)",Comedy
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
805,"Time to Kill, A (1996)",Drama|Thriller
2137,Charlotte's Web (1973),Animation|Children
6323,Identity (2003),Crime|Horror|Mystery|Thriller
225,Disclosure (1994),Drama|Thriller
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
66934,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi
315,"Specialist, The (1994)",Action|Drama|Thriller
4995,"Beautiful Mind, A (2001)",Drama|Romance
2505,8MM (1999),Drama|Mystery|Thriller
8807,Harold and Kumar Go to White Castle (2004),Adventure|Comedy
634,Theodore Rex (1995),Comedy
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
1784,As Good as It Gets (1997),Comedy|Drama|Romance
45,To Die For (1995),Comedy|Drama|Thriller
3024,Piranha (1978),Horror|Sci-Fi
99112,Jack Reacher (2012),Action|Crime|Thriller
6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance
3361,Bull Durham (1988),Comedy|Drama|Romance
6565,Seabiscuit (2003),Drama
1263,"Deer Hunter, The (1978)",Drama|War
66320,"11th Hour, The (2007)",Documentary
6974,"Freshman, The (1990)",Comedy|Crime
30810,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
59315,Iron Man (2008),Action|Adventure|Sci-Fi
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
81564,Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX
69122,"Hangover, The (2009)",Comedy|Crime
2144,Sixteen Candles (1984),Comedy|Romance
55276,Michael Clayton (2007),Drama|Thriller
4823,Serendipity (2001),Comedy|Romance
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy
81845,"King's Speech, The (2010)",Drama
45501,"Break-Up, The (2006)",Comedy|Drama|Romance
69757,(500) Days of Summer (2009),Comedy|Drama|Romance
5505,"Good Girl, The (2002)",Comedy|Drama
932,"Affair to Remember, An (1957)",Drama|Romance
424,Blue Chips (1994),Drama
171763,Baby Driver (2017),Action|Crime|Thriller
5299,My Big Fat Greek Wedding (2002),Comedy|Romance
6617,Open Range (2003),Western
3461,Lord of the Flies (1963),Adventure|Drama|Thriller
2028,Saving Private Ryan (1998),Action|Drama|War
82459,True Grit (2010),Western
906,Gaslight (1944),Drama|Thriller
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery
4008,Born on the Fourth of July (1989),Drama|War
923,Citizen Kane (1941),Drama|Mystery
512,"Puppet Masters, The (1994)",Horror|Sci-Fi
104374,About Time (2013),Drama|Fantasy|Romance
5989,Catch Me If You Can (2002),Crime|Drama
1259,Stand by Me (1986),Adventure|Drama
177,Lord of Illusions (1995),Horror
76,Screamers (1995),Action|Sci-Fi|Thriller
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
6620,American Splendor (2003),Comedy|Drama
79091,Despicable Me (2010),Animation|Children|Comedy|Crime
178,Love & Human Remains (1993),Comedy|Drama
5785,Jackass: The Movie (2002),Action|Comedy|Documentary
5570,Thesis (Tesis) (1996),Drama|Horror|Thriller
5577,Igby Goes Down (2002),Comedy|Drama
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance
2907,Superstar (1999),Comedy
3035,Mister Roberts (1955),Comedy|Drama|War
2763,"Thomas Crown Affair, The (1999)",Action|Mystery
250,Heavyweights (Heavy Weights) (1995),Children|Comedy
2231,Rounders (1998),Drama
5957,Two Weeks Notice (2002),Comedy|Romance
241,Fluke (1995),Children|Drama
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
5464,Road to Perdition (2002),Crime|Drama
7541,100 Girls (2000),Comedy|Romance
27773,Old Boy (2003),Mystery|Thriller
3201,Five Easy Pieces (1970),Drama
140174,Room (2015),Drama
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
100383,Side Effects (2013),Crime|Drama|Mystery|Thriller
96610,Looper (2012),Action|Crime|Sci-Fi
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
692,Solo (1996),Action|Sci-Fi|Thriller
73,"Misérables, Les (1995)",Drama|War
2915,Risky Business (1983),Comedy
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
597,Pretty Woman (1990),Comedy|Romance
63131,Role Models (2008),Comedy
3675,White Christmas (1954),Comedy|Musical|Romance
1082,"Candidate, The (1972)",Drama
8914,Primer (2004),Drama|Sci-Fi
4019,Finding Forrester (2000),Drama
31685,Hitch (2005),Comedy|Romance
104841,Gravity (2013),Action|Sci-Fi|IMAX
4903,In the Bedroom (2001),Drama
112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),Comedy|Drama
1674,Witness (1985),Drama|Romance|Thriller
39444,"Weather Man, The (2005)",Comedy|Drama
3301,"Whole Nine Yards, The (2000)",Comedy|Crime
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
52604,Fracture (2007),Crime|Drama|Mystery|Thriller
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
96430,"Odd Life of Timothy Green, The (2012)",Comedy|Drama|Fantasy
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
1447,Gridlock'd (1997),Crime
1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
2596,SLC Punk! (1998),Comedy|Drama
1041,Secrets & Lies (1996),Drama
2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime
96811,End of Watch (2012),Crime|Drama|Thriller
8874,Shaun of the Dead (2004),Comedy|Horror
6881,Pieces of April (2003),Comedy|Drama
2908,Boys Don't Cry (1999),Drama
3100,"River Runs Through It, A (1992)",Drama
2728,Spartacus (1960),Action|Drama|Romance|War
3404,Titanic (1953),Action|Drama
303,"Quick and the Dead, The (1995)",Action|Thriller|Western
833,High School High (1996),Comedy
47997,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller
5108,John Q (2002),Crime|Drama|Thriller
596,Pinocchio (1940),Animation|Children|Fantasy|Musical
162578,Kubo and the Two Strings (2016),Adventure|Animation|Children|Fantasy
3181,Titus (1999),Drama
1236,Trust (1990),Comedy|Drama|Romance
4037,House of Games (1987),Crime|Film-Noir|Mystery|Thriller
38388,Goal! The Dream Begins (Goal!) (2005),Drama
2598,Pushing Tin (1999),Comedy
2946,Help! (1965),Comedy|Musical
4865,From Hell (2001),Crime|Horror|Mystery|Thriller
49278,Déjà Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller
111,Taxi Driver (1976),Crime|Drama|Thriller
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
417,Barcelona (1994),Comedy|Romance
93510,21 Jump Street (2012),Action|Comedy|Crime
4465,"Accused, The (1988)",Drama
1079,"Fish Called Wanda, A (1988)",Comedy|Crime
1232,Stalker (1979),Drama|Mystery|Sci-Fi
271,Losing Isaiah (1995),Drama
2151,"Gods Must Be Crazy II, The (1989)",Comedy
2409,Rocky II (1979),Action|Drama
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
53996,Transformers (2007),Action|Sci-Fi|Thriller|IMAX
74946,She's Out of My League (2010),Comedy
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy
1480,Smilla's Sense of Snow (1997),Drama|Thriller
1275,Highlander (1986),Action|Adventure|Fantasy
2130,Atlantic City (1980),Crime|Drama|Romance
3250,Alive (1993),Drama
1797,Everest (1998),Documentary|IMAX
8261,3 Women (Three Women) (1977),Drama
3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi
163645,Hacksaw Ridge (2016),Drama|War
214,Before the Rain (Pred dozhdot) (1994),Drama|War
31364,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller
2408,Cocoon: The Return (1988),Comedy|Sci-Fi
59615,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
8690,Slaughterhouse-Five (1972),Comedy|Drama|Sci-Fi|War
6303,"Andromeda Strain, The (1971)",Mystery|Sci-Fi
108729,Enemy (2013),Mystery|Thriller
281,Nobody's Fool (1994),Comedy|Drama|Romance
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western
310,Rent-a-Kid (1995),Comedy
30812,"Aviator, The (2004)",Drama
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy
3007,American Movie (1999),Documentary
1982,Halloween (1978),Horror
44199,Inside Man (2006),Crime|Drama|Thriller
762,Striptease (1996),Comedy|Crime
